TrialID,Title,Phase,Status,Enrollment
NCT04226573,"Effect of Preoperative Anxiety on Fetus in Pregnant Women",N/A,COMPLETED,30
NCT04944069,"Almonertinib With Bevacizumab for EGFR-Mutant NSCLC Patients With Leptomeningeal Metastasis",NA,UNKNOWN,69
NCT05727969,"Dexmedetomidine Infusion and Surgical Pleth Index In Pediatrics",NA,COMPLETED,90
NCT05552469,"Dose Optimization and Expansion Study of DFV890 in Adult Patients With Myeloid Diseases",PHASE1,ACTIVE_NOT_RECRUITING,62
NCT02565069,"Identification for the Treatment of Complex Arrhythmias",PHASE4,COMPLETED,70
NCT00007969,"Photodynamic Therapy in Treating Patients With Stage III or Stage IV Melanoma",PHASE1 PHASE2,COMPLETED,N/A
NCT03319069,"Post Mastectomy Hypofractionated Radiotherapy in High Risk Breast Cancer",PHASE3,UNKNOWN,60
NCT07428369,"A Study of Linvo-VR vs DVRd in Transplant-Eligible Adult Participants With Newly Diagnosed Multiple Myeloma (NDMM)",PHASE2 PHASE3,NOT_YET_RECRUITING,1570
NCT04569669,"The Sensitivity and Specificity of CardioSimFFRct Analysis Software on Coronary Artery Stenosis",NA,UNKNOWN,325
NCT05782569,"Serial Lung Ultrasound Predicting Need for Surfactant and Respiratory Course in Preterm Infants Observational Study",N/A,UNKNOWN,50
NCT00083083,"Fludeoxyglucose F18 Positron Emission Tomography Imaging In Assessing Patients Before and After Treatment for Locally Advanced Non-Small Cell Lung Cancer",PHASE2,UNKNOWN,250
NCT03681483,"RO5126766 for Patients With Advanced KRAS-Mutant Lung Cancer",PHASE1,COMPLETED,15
NCT01141283,"Safety of BTDS in Subjects With Osteoarthritic (OA) Pain of Hip or Knee: A 6-Month Open-label Extension Phase",PHASE3,COMPLETED,290
NCT03827083,"Evaluation of Cognitive Functions by Cerebral Pulse Oximetry",N/A,COMPLETED,40
NCT06008483,"A Dose Finding Study to Treat Bone Tumor(s)",PHASE1,UNKNOWN,17
NCT07168083,"Efficacy and Safety of Sacituzumab in Patients With OCCC After Immunotherapy Progression",N/A,NOT_YET_RECRUITING,22
NCT04930341,"The Effect of Self-Acupressure Application on Pain  Fatigue and Sleep Quality in Cancer Patients Receiving Chemotherapy",NA,COMPLETED,60
NCT03045341,"Behavioral and Pharmacologic Treatment of Binge Eating and Obesity: Acute Treatment",PHASE2 PHASE3,COMPLETED,136
NCT04424641,"A Study on the Safety of GEN1044 (DuoBody®-CD3x5T4) in Patients With Malignant Solid Tumors",PHASE1 PHASE2,TERMINATED,48
NCT06004141,"Behavioral Coaching Intervention (Laguna Health) for Patients With Cancer",NA,TERMINATED,18
NCT06651541,"Evaluation of the Efficacy in Increasing Sexual Arousal  Safety and Tolerability of BZ371A in Women With Sexual Arousal Disorder",PHASE2,NOT_YET_RECRUITING,174
NCT04800341,"Long-term Follow-up in Patients Included in the European Sleep Apnea Data Base (ESADA)",N/A,COMPLETED,233
NCT06720441,"Predictors of Improvement and Deterioration of Community Acquired Pneumonia in Children",N/A,NOT_YET_RECRUITING,70
NCT03010241,"The Multi-Centric Clinical Study of Chinese Medicine Intervention on Diabetes Distal Symmetric Polyneuropathy.",EARLY_PHASE1,UNKNOWN,188
NCT00159341,"Cigarette Smoke Nasal and Whole Blood Challenge in Patients With Chronic Obstructive Pulmonary Disease (COPD)",PHASE1,COMPLETED,16
NCT02791841,"Comparison of Interventions for Developmental Dyslexia",NA,UNKNOWN,33
NCT05034354,"Virtual Remote Physiological Monitoring Program of Children With Heart Disease",NA,COMPLETED,23
NCT03229954,"Intravenous Iron Isomaltoside 1000 (Monofer®) Compared With Oral Iron in the Treatment of Postgastrectomy Anemia: An Open-label Randomized Controlled Trial",PHASE4,UNKNOWN,358
NCT06524154,"Effect of Verbal Positive Reinforcement  Contingent Escape and Rewarding on Behaviour of Children Undergoing Primary Molar Pulpotomy: a Randomized Clinical Study",NA,ACTIVE_NOT_RECRUITING,42
NCT07387354,"Pacritinib With Aza for Upfront Myelodysplastic Syndrome",PHASE1 PHASE2,NOT_YET_RECRUITING,25
NCT00199654,"Positron Emission Tomography (PET) Interest in the Follow Up of Colorectal Cancer Stage II and III",PHASE3,COMPLETED,376
NCT01842854,"Galectin-3 as a Biomarker in Patients With Chagas Disease",N/A,COMPLETED,60
NCT06317805,"Initial Triple Therapy Including Parenteral Treprostinil vs Initial Double Oral Therapy in PAH Group I Patients",PHASE4,RECRUITING,110
NCT02441205,"Interval Training  Inflammation and Immune Function",NA,COMPLETED,30
NCT03802305,"Comparison of Osteocentral Versus Locoregional Anesthesia in Case of Mandibular Molar Pulpitis",NA,COMPLETED,72
NCT03468205,"The Relating Experienced To Recalled Breathlessness Observational Study",N/A,COMPLETED,90
NCT04755205,"A Natural History Study of Children and Adults With Olfactory Neuroblastoma",N/A,RECRUITING,525
NCT00027105,"Morbidity Following the Diagnosis and Treatment of Patients With Breast Cancer",N/A,COMPLETED,165
NCT01600105,"Detection of Liver Fibrosis With Magnetic Resonance Imaging (MRI)",PHASE4,COMPLETED,276
NCT00402805,"Improving the Humoral Response to Influenza Vaccine in Lung Transplant Recipients by an Intradermal Strategy",PHASE4,COMPLETED,50
NCT05051605,"Immune Response to COVID-19 Vaccine in Recipients of Living Donor Liver Transplantation",N/A,UNKNOWN,50
NCT03138005,"Reduction of Oxygen After Cardiac Arrest",NA,TERMINATED,428
NCT03242005,"The PSIQS Study - User Experience With Pro-Set",NA,WITHDRAWN,N/A
NCT06555705,"Effect of Omega 3 Supplementation on the Heart Rate Variability in Obese Children",NA,COMPLETED,60
NCT04438694,"Assessment of the Effect of Convalescent Plasma Therapy in Patients With Life-threatening COVID19 Infection",PHASE1 PHASE2,UNKNOWN,67
NCT04677205,"Molecular Signature From Tumor to Lymph Nodes",N/A,RECRUITING,200
NCT04642105,"Sensor-Dot and Plug 'n Patch Study in Epilepsy",NA,COMPLETED,54
NCT06998394,"A Single-Arm  Phase II Clinical Trail of Cadonilimab Combined With Chemoradiotherapy in Oligometastatic Stage IVB Cervical Cancer",PHASE2,RECRUITING,30
NCT04059094,"A 4-week Study to Test Different Doses of BI 1265162 in Adolescents and Adults With Cystic Fibrosis Using the Respimat® Inhaler - BALANCE - CF™1",PHASE2,TERMINATED,52
NCT01906294,"IMS® DIAREG Diabetes Registry - Prospective Diabetes Registry of Patients With Type 2 Diabetes Mellitus",N/A,TERMINATED,2104
NCT06347094,"Precision Nutrition to Improve Cardiometabolic Health With Dietary (Poly)Phenols",NA,RECRUITING,330
NCT07311694,"A Phase III Study Comparing HRS-4357 With Novel Androgen Receptor Pathway Inhibitors in Patients With Progressive  PSMA-Positive Metastatic Castration-Resistant Prostate Cancer",PHASE3,RECRUITING,370
NCT02341794,"Rosuvastatin Treatment for Intracranial Arterial Stenosis Based on Magnetic Resonance Angiography",NA,UNKNOWN,60
NCT03107494,"Gala FIH Feasibility Study for the Treatment of Chronic Bronchitis",NA,COMPLETED,18
NCT00803894,"A Clinical Study to Determine Biomarkers of Response to a Gamma Secretase Inhibitor",PHASE1,COMPLETED,30
NCT02961894,"Revolution™ Peripheral Atherectomy System for Lower Extremity Peripheral Arterial Revascularization",NA,COMPLETED,121
NCT05713994,"Combined HAIC  TKI/Anti-VEGF and ICIs as Conversion Therapy for Unresectable Hepatocellular Carcinoma",N/A,RECRUITING,300
NCT06049966,"Atezolizumab in Large Cell Neuroendocrine Carcinoma",PHASE1,COMPLETED,22
NCT00298766,"Open-Label Phase 1/2 Study of VELCADE for Injection in Patients With Light-chain (AL)-Amyloidosis",PHASE1 PHASE2,COMPLETED,70
NCT07362966,"Effect of Colchicine on Progression of Coronary Atherosclerosis in Patients With TET2-CHIP Variant",PHASE4,NOT_YET_RECRUITING,120
NCT05243966,"Myriad™ Augmented Soft Tissue Reconstruction Registry",N/A,RECRUITING,800
NCT02848066,"Glycans Bound to Serum Haptoglobin: a Novel Gastric Cancer Tumor Biomarker",N/A,COMPLETED,353
NCT06290466,"Clinical Study on Pharmacokinetics of FCN-437c Capsule and Its Effect on QT Interval in Healthy Subjects",PHASE1,COMPLETED,18
NCT06426966,"Gymnema Sylvestre vs Berberine in Obesity Gene Expression of Adipokines",NA,COMPLETED,50
NCT06644066,"Partial Pressure of Oxygen Control Method in Identification of Intersegmental Plane",NA,RECRUITING,60
NCT05753566,"Rezvilutamide in Patients With Biochemical Recurrence After Radical Prostatectomy for Prostate Cancer",PHASE2,RECRUITING,96
NCT06488456,"Psychometric Properties of the Therapy-Related Symptom Checklist-Children",N/A,COMPLETED,300
NCT03975556,"Culturally-Adapted Diet for Puerto Rican Adults",NA,COMPLETED,45
NCT01506856,"Intraperitoneal Therapy For Ovarian Cancer With Carboplatin Trial",PHASE2 PHASE3,COMPLETED,655
NCT01107756,"A Clinical Trial of Patients With Solid Tumours Receiving Granulocyte Colony Stimulating Factor as Primary Prophylaxis for Chemotherapy-induced Neutropenia  in a Docetaxel Based Regimen",PHASE4,COMPLETED,403
NCT03563456,"Development of Structured Exercise Program for T2DM Management",NA,COMPLETED,42
NCT04508556,"Performance Assessment of SARS-CoV-2 Detection Breath Biopsy - SARS-CoV-2 Study",N/A,COMPLETED,40
NCT07264322,"Real-Time Dynamic Imaging Study of Normal Pharyngolaryngeal Structures During Barium Swallow (GLAM-III)",N/A,RECRUITING,3
NCT05313022,"Safety and Immunogenicity of Recombinant SARS-CoV-2 Spike Protein Vaccine (CHO Cell) for the Prevention of COVID-19",PHASE1 PHASE2,UNKNOWN,84
NCT04952922,"Changes to Function and Quality of Life and Patient Experience for Patients Undergoing Treatments for Recurrent Oropharyngeal Cancer",N/A,COMPLETED,25
NCT05095922,"Effect of HMP on Diabetic Microangiopaemia in T2DM",PHASE4,COMPLETED,40
NCT01370122,"Pelvic Floor Disorders in Survivors of Gynecologic Malignancies",N/A,COMPLETED,225
NCT00987922,"Mild Hypothermia in Acute Ischemic Stroke",PHASE2,COMPLETED,36
NCT00183222,"Effectiveness of Naltrexone and/or Ondansetron to Reduce Craving for Alcohol and Drinking",PHASE2,COMPLETED,160
NCT05986422,"Methylprednisolone in Patients with Cognitive Deficits in Post-COVID-19 Syndrome (PCS)",PHASE2,UNKNOWN,418
NCT01167322,"Study of NPC-07 for Fluorescence-guided Resection of Malignant Gliomas",PHASE3,COMPLETED,45
NCT06070922,"LDCT Chest In Assessment Of Apparently Healthy Smokers",N/A,UNKNOWN,100
NCT01246622,"Lenalidomide and Cytarabine in Treating Patients With Relapsed or Refractory Acute Myeloid Leukemia",PHASE1,COMPLETED,32
NCT06172322,"A Phase Ib/Ⅱ Study of NTQ1062 in Combination With Fulvestrant in Patients With Advanced HR Positive /HER-2 Negative Breast Cancer",PHASE1,UNKNOWN,42
NCT04171622,"Lenvatinib and Pembrolizumab for the Treatment of Stage IVB Locally Advanced and Unresectable or Stage IVC Metastatic Anaplastic Thyroid Cancer",PHASE2,ACTIVE_NOT_RECRUITING,25
NCT06555822,"A Study to Investigate Multiple Ascending Doses and Relative Bioavailability of AZD5004 in Healthy Participants",PHASE1,COMPLETED,31
NCT04787822,"Long Term Follow up of the LTOG Cohort",N/A,ENROLLING_BY_INVITATION,4000
NCT04234451,"Efficacy  Safety and Underlying Mechanisms of Sphenopalatine Ganglion Acupuncture for Perennial Allergic Rhinitis",NA,UNKNOWN,40
NCT03093051,"Unpinning Termination Therapy for VT (US)",NA,TERMINATED,6
NCT00730951,"The Evaluation and Standardization of Ginseng and Its Components for Blood Pressure Regulation",PHASE2,COMPLETED,18
NCT00236951,"Intravenous (IV) Iron vs. No Iron as the Treatment of Anemia in Cancer Patients Undergoing Chemotherapy and Erythropoietin Therapy",PHASE3,COMPLETED,224
NCT02549651,"MEDI4736 Alone and in Combination With Tremelimumab or AZD9150 in Adult Subjects With Relapsed/Refractory DLBCL (D4190C00023)",PHASE1,COMPLETED,32
NCT00186251,"High Dose Chemotherapy Followed By PBSC Rescue for HD",NA,COMPLETED,200
NCT05932251,"Towards Precision Medicine for Diabetes in Pregnancy",N/A,SUSPENDED,103
NCT06295029,"Personalized Medication Software for BCL-2 Inhibitor in AML Patients Using Machine Learning and Genomics",N/A,NOT_YET_RECRUITING,200
NCT07137429,"Platelet Volunteers  Longitudinal and Multi-omic Study",N/A,RECRUITING,400
NCT01254929,"F-18 PET Bone Scans Versus Tc-99m Bone Scans for the Diagnosis of Bone Metastases",N/A,COMPLETED,299
NCT06102629,"Ovary Syndrome for Efficient Diagnosis and Targeted Therapy",NA,NOT_YET_RECRUITING,200
NCT04012229,"IMpact of Breast cAncer Gene Status on Survival in Adjuvant Breast Cancer (IMBASSA)",N/A,COMPLETED,2295
NCT00021229,"Imatinib Mesylate With or Without Radiation Therapy in Treating Young Patients With Newly Diagnosed or Recurrent Glioma",PHASE1 PHASE2,TERMINATED,85
NCT05422729,"mHealth-supported Coach",NA,UNKNOWN,164
NCT03771729,"Observation on the Effect of Sacubitril/Valsartan in Advanced Chronic Kidney Disease（CKD）Patients With Heart Failure",EARLY_PHASE1,UNKNOWN,30
NCT06461429,"PLatform for Adaptive Trials In Perinatal UnitS - [Core Protocol]",NA,NOT_YET_RECRUITING,100000
NCT05209529,"Chemo-free BRCA-targeted Neoadjuvant Strategy",PHASE2,WITHDRAWN,N/A
NCT00978731,"Chronic Myelogenous Leukemia or Philadelphia Chromosome Positive Acute Lymphoblastic Leukemic Study",PHASE1,COMPLETED,46
NCT00032331,"(PET) Imaging in the Management of Patients With Solitary Pulmonary Nodules",PHASE3,COMPLETED,500
NCT01779531,"Compare the Outcomes of XT and XEC Adjuvant Chemotherapy in HER2-negative Luminal B Breast Cancer Patients",N/A,UNKNOWN,640
NCT01760031,"Longterm Follow-up After Remote Ischemic Preconditioning for Prevention of Contrast-induced Nephropathy",N/A,UNKNOWN,81
NCT00005131,"Atherosclerosis Risk in Communities (ARIC)",N/A,COMPLETED,N/A
NCT05254431,"The Effect of Interval Exercise on Functional Outcomes in Veterans With COPD and OSA",NA,RECRUITING,28
NCT01336231,"Impact on Quality of Life  Fatigue and Cognitive Function in Anti-angiogenesis in Patients With Metastatic Kidney Cancer",N/A,TERMINATED,82
NCT06728631,"Candonilimab and ATRA Acid for Prevention of Oral Cancer Recurrence in Patients With OPL",PHASE2,ACTIVE_NOT_RECRUITING,22
NCT04943731,"Day/Night Regimen With Provox Life Heat and Moisture Exchangers",NA,COMPLETED,48
NCT02818231,"Mechanisms of Cancerogenesis of Woodworkers Adenocarcinomas",N/A,COMPLETED,28
NCT03739931,"Dose Escalation Study of mRNA-2752 for Intratumoral Injection to Participants in Advanced Malignancies",PHASE1,COMPLETED,134
NCT06966531,"Prevalence of Myocarditis in Patients Suspected Myocardial Infarction With Non-Obstructive Coronary Arteries",N/A,NOT_YET_RECRUITING,148
NCT01279902,"Abbreviated R-CHOP in Completely Excised Stage I or II DLBCL",PHASE2,UNKNOWN,32
NCT00546702,"Glulisine + Lantus in Type I Patients",PHASE3,COMPLETED,142
NCT04024124,"A Ring-type Wearable Device for Atrial Fibrillation Among Ambulatory Patients",N/A,UNKNOWN,100
NCT06481124,"End-expiratory Pressure During Laparoscopic Surgery in the Trendelenburg Position by Electrical Impedance Tomography",N/A,COMPLETED,50
NCT06820424,"Safety and Preliminary Efficacy of Anti-CDH17 CAR-T Cell Therapy in Patients with CDH17-positive Advanced Solid Tumors",EARLY_PHASE1,RECRUITING,30
NCT03877224,"DETERMINE-preserved - Dapagliflozin Effect on Exercise Capacity Using a 6-minute Walk Test in Patients With Heart Failure With Preserved Ejection Fraction",PHASE3,COMPLETED,504
NCT05172024,"Understanding the Long-term Impact of COVID-19 in Adults (RECOVER)",N/A,COMPLETED,15172
NCT00974324,"Endostar Combined With CHOP Regimen as First Line Chemotherapy for Peripheral T Cell Lymphoma",PHASE2,UNKNOWN,15
NCT01304524,"A Study of VGX-3100 DNA Vaccine With Electroporation in Patients With Cervical Intraepithelial Neoplasia Grade 2/3 or 3",PHASE2,COMPLETED,167
NCT02811523,"In Vivo Lung Perfusion for Pulmonary Metastases of Sarcoma",PHASE1,RECRUITING,17
NCT05594823,"Flexible vs. Fixed Diuretic Regimen in the Management of Chronic Heart Failure: A Pilot Study",PHASE4,UNKNOWN,30
NCT04407923,"Drug Management of Juvenile Idiopathic Arthritis in Covid-19 Context : Impact on Therapeutical Managment",N/A,UNKNOWN,150
NCT01363323,"Effect of Methylnaltrexone (MNTX) on Electrocardiogram (ECG) Parameters and Cardiac Repolarization",PHASE1,COMPLETED,546
NCT03260023,"Phase Ib/II of TG4001 and Avelumab in HPV16 Positive R/M Cancers",PHASE1 PHASE2,ACTIVE_NOT_RECRUITING,143
NCT02691559,"The Possible Effect Of Amniotic Fluid pH On Neonatal Morbidities In Maternal Inflammation/Infection Associated Pregnancies",NA,COMPLETED,184
NCT01797159,"Hippocampal Prophylactic Cranial Irradiation for Small Cell Lung Cancer",NA,COMPLETED,20
NCT02204059,"Biodistribution Study With 186 Re-labelled Humanised Monoclonal Antibody BIWA 4 in Patients With Non-small Cell Lung Cancer",PHASE1,COMPLETED,9
NCT06123559,"Physical Exercise  Motor Activity and Depression in Post-mastectomy Pain Syndrome",N/A,COMPLETED,160
NCT06763159,"A Study of HS-20124 in Patients with Advanced Solid Tumors",PHASE1,RECRUITING,450
NCT04935359,"Study of Efficacy and Safety of NIS793 in Combination With Standard of Care (SOC) Chemotherapy in First-line Metastatic Pancreatic Ductal Adenocarcinoma (mPDAC) - daNIS-2",PHASE3,COMPLETED,511
NCT04280380,"Cytomegalovirus Infection in Critically Ill Patients and Patients Receiving Anticancer Therapy",N/A,UNKNOWN,400
NCT05014880,"Impact of Time Restricted Eating on Patients With Coronary Artery Disease (CAD) Undergoing Cardiac Rehabilitation",NA,ACTIVE_NOT_RECRUITING,28
NCT06050382,"Progressive Relaxation Training Effect On Pain  Activity And Social Participation In Women With Tension-Type Headache And Migraine",NA,UNKNOWN,40
NCT06778382,"Delayed Systemic Therapy Following Destructive Local Treatment of Pulmonary Oligometastases After No Evidence of Disease (NED) in Colorectal Cancer.",PHASE2,RECRUITING,22
NCT03699982,"Resting Energy Expenditure in Patients With Cystic Fibrosis: A Pilot Study",NA,TERMINATED,10
NCT02484924,"The Risk of Major Bleeding With Novel Anti-platelets: A Comparison of Ticagrelor With Clopidogrel in a Real World Population of 5000 Patients Treated for Acute Coronary Syndrome",N/A,COMPLETED,5225
NCT05399524,"Functional and Ultrasound Guided Resection of Glioblastoma",NA,UNKNOWN,357
NCT02072824,"A Safety  Efficacy  and Tolerability Trial of Pregabalin as Add-On Treatment in Pediatric Subjects <4 Years of Age With Partial Onset Seizures.",PHASE3,COMPLETED,175
NCT03094780,"Quality of Life Intervention for Patients Receiving Radiation Therapy for Advanced Cancer Treatment and Their Caregivers",NA,COMPLETED,20
NCT01000480,"A Study of Pemetrexed and Cisplatin  in Non Small Cell Lung Cancer",PHASE2,COMPLETED,90
NCT04752280,"Glioblastoma Radiotherapy Using IMRT or Proton Beams",NA,RECRUITING,326
NCT06593080,"The DECIDE-TB Trial; Validation of Treatment Decision Algorithms for Childhood Tuberculosis",NA,RECRUITING,30240
NCT04930380,"Description of Adherence to the Main Preventive Health Campaigns of Persons With Multiple Sclerosis",N/A,UNKNOWN,1250
NCT00823680,"A Study of RO5093151 and RO5027838 in Patients With Type 2 Diabetes Mellitus on a Stable Dose of Metformin",PHASE2,COMPLETED,110
NCT04156880,"Artificial Intelligence in Mammography-Based Breast Cancer Screening",N/A,WITHDRAWN,N/A
NCT01626079,"Cardiovascular Outcomes Assessment of the MitraClip Percutaneous Therapy for Heart Failure Patients With Functional Mitral Regurgitation (The COAPT Trial) and COAPT CAS",NA,UNKNOWN,776
NCT05621096,"Low Dose Radiation as Bridging Therapy in Relapsed B-Cell Non-Hodgkin Lymphoma",PHASE1,ACTIVE_NOT_RECRUITING,33
NCT03977896,"Feasibility of 11C-MET PET/MRI Imaging in Pediatric Brain Fossa Tumors",NA,COMPLETED,15
NCT02584296,"Physical Activity as Self-Management Approach to Improve Health Outcomes in AML",NA,COMPLETED,23
NCT05847296,"Effect of Preoperative Sarcopenia on Postoperative Delirium in Elderly Patients Undergoing Gastrointestinal Surgery",N/A,UNKNOWN,334
NCT04778696,"PASO Automated Template Matching for PVC Ablation",NA,UNKNOWN,144
NCT03837496,"Small-group  Virtual Program for Improving Symptoms and Distress Related to Hormonal Therapy for Breast Cancer Survivors",NA,COMPLETED,100
NCT04838496,"Induction Chemotherapy for Locally Advanced Rectal Cancer",PHASE2,NOT_YET_RECRUITING,128
NCT06944496,"A Study of Disitamab Vedotin Combined With Tislelizumab and Chemotherapy Versus Tislelizumab Combined With Chemotherapy in HER2-Low Advanced Gastric or Gastroesophageal Junction Adenocarcinoma",PHASE3,NOT_YET_RECRUITING,616
NCT02394496,"Overcoming Endocrine Resistance in Metastatic Breast Cancer",PHASE3,UNKNOWN,396
NCT04283396,"Study for Novel Coronavirus Pneumonia (NCP)",N/A,UNKNOWN,2000
NCT00027196,"Signs and Symptoms Associated With Molecular Defects in Genetically Inherited Heart Disease",N/A,COMPLETED,9999999
NCT07231796,"Naldemedine in Clinical Practice in Cancer Patients With Opioid Induced CONstipation: Clinical Outcomes and Patient Experience",N/A,RECRUITING,100
NCT06233396,"Feasibility Study of Radiation Therapy With Wide Detector 4DCT Scanning for Primary or Metastatic Lung Cancer",N/A,COMPLETED,33
NCT04984096,"Anlotinib Combined With PD-1 Inhibitors for Advanced/Metastatic Esophageal Cancer",N/A,UNKNOWN,50
NCT04141696,"A Proof-of-Concept Trial on the Effect of Ketamine on Fatigue",PHASE1 PHASE2,COMPLETED,10
NCT04722796,"HANGZHOU Solution in Bicuspid AS Undergoing TAVR",NA,RECRUITING,508
NCT05189262,"Cardiopulmonary Bypass Induced Red Blood Cell Lysis",N/A,RECRUITING,150
NCT01323062,"Bavituximab Plus Carbo and Pemetrexed in Chemo-Naive Stage IV Non-Squamous Non-Small Cell Lung Cancer (NSCLC) Subjects",PHASE1,COMPLETED,26
NCT03635762,"Developing e-Health Systems to Improve Growth and Nutrition in CF",NA,COMPLETED,64
NCT02511262,"Detection of Mycoplasma Pneumoniae",N/A,COMPLETED,471
NCT02377362,"A Study to Assess the Safety  Tolerability  Pharmacokinetics  and Pharmacodynamics of GLWL-01",PHASE1,TERMINATED,74
NCT02364362,"A Study of Famitinib Plus Docetaxel in Patients With Advanced Non-squamous and Non-Small Cell Lung Cancer (NSCLC)",PHASE1,COMPLETED,18
NCT04190446,"A Study to Evaluate Hypofractionated Proton Therapy or IMRT for Recurrent  Oligometastatic Prostate Cancer",PHASE2,ACTIVE_NOT_RECRUITING,84
NCT02176746,"A Phase I/II Study of Active Immunotherapy With Cancer Stem Cells Vaccine for Colorectal Cancer",PHASE1 PHASE2,COMPLETED,40
NCT06807346,"Evaluating the Efficacy of the Study Product on Overall Cognitive Function in Children",NA,COMPLETED,120
NCT05772546,"Avatrombopag vs. Placebo for CIT in GI Malignancies",PHASE2,ACTIVE_NOT_RECRUITING,60
NCT06651346,"Cell-Surface Plectin in the Diagnosis of Cholangiocarcinoma from ERCP-directed Biliary Samples",N/A,NOT_YET_RECRUITING,100
NCT01912846,"An Interactive Advance Care Planning Intervention to Facilitate a Good Death for Cancer Patients",NA,COMPLETED,466
NCT04346446,"Efficacy of Convalescent Plasma Therapy in Severely Sick COVID-19 Patients",PHASE2,COMPLETED,29
NCT00399646,"Evaluation of the Metricath Gemini System  a Device Intended to Make Arterial Measurements and Perform Angioplasty Dilations.",PHASE2,COMPLETED,145
NCT02907346,"A Reinforcement Approach to Increase Use of CGM",NA,COMPLETED,19
NCT04612946,"Using Connected Health to Increase Lung Cancer Screening",NA,COMPLETED,137
NCT00243646,"Implant and External Radiation for Prostate Cancer With or Without Hormonal Therapy: A Prospective Randomized Trial",PHASE3,TERMINATED,6
NCT00267046,"Evaluate PKs and Efficacy Assessment of Palifermin in Patients With Sarcoma",PHASE2,COMPLETED,49
NCT00222846,"Enhancing Adherence in Type 2 Diabetes: The ENHANCE Study",NA,COMPLETED,288
NCT05554588,"Intrathrombus Thrombolysis Versus Aspiration Thrombectomy During Primary PCI",NA,RECRUITING,2500
NCT04605588,"A Triple Combination Antiviral Coronavirus Therapy (TriACT) for COVID-19",PHASE2,TERMINATED,7
NCT06428188,"Sequential CAR-T Cells Targeting BCMA/CD19 in Patients With Relapsed/ Refractory Autoimmune Diseases",PHASE1 PHASE2,RECRUITING,60
NCT02829788,"Study Comparing the Role of the Laparoscopy Surgical Staging in the Peritoneal Carcinomatosis to Laparotomic Approach",N/A,UNKNOWN,50
NCT02695888,"Mobile Technology Monitoring System to Assess a Web-based Intervention for Teen Risky Driving",NA,COMPLETED,28
NCT01919788,"Intracellular Counter-regulatory Mechanisms Following Low Blood Glucose",NA,COMPLETED,9
NCT06889688,"Phase III Trial of Camrelizumab+Apatinib+Eribulin vs. Physician's Choice Chemotherapy in Advanced Triple-Negative Breast Cancer",PHASE3,ACTIVE_NOT_RECRUITING,246
NCT03019588,"Efficacy and Safety Study of Pembrolizumab (MK-3475) Versus Paclitaxel in Asian Participants With Advanced Gastric or Gastroesophageal Junction Adenocarcinoma Who Progressed After First-line Therapy With Platinum and Fluoropyrimidine (MK-3475-063/KEYNOTE-063)",PHASE3,TERMINATED,94
NCT05867303,"A RC198 Study in Subjects With Locally Advanced Unresectable or Metastatic Solid Tumors",PHASE1,ACTIVE_NOT_RECRUITING,48
NCT00802503,"Impact of SPN on Infection Rate  Duration of Mechanical Ventilation & Rehabilitation in ICU Patients",PHASE3,COMPLETED,305
NCT02479503,"Antibiotic Prophylaxis in Adult Heart Transplantation: a French National Survey",N/A,COMPLETED,21
NCT02281903,"Pediatric Resuscitation With Feedback CPR Devices",NA,COMPLETED,132
NCT03366103,"Navitoclax and Vistusertib in Treating Patients With Relapsed Small Cell Lung Cancer and Other Solid Tumors",PHASE1 PHASE2,TERMINATED,15
NCT02423603,"PAKT: AZD5363 in Combination With Paclitaxel in Triple-Negative Advanced or Metastatic Breast Cancer",PHASE2,COMPLETED,71
NCT02825303,"Mid-term Effect of a Novel Sit-to-stand Workplace (ACTIVE OFFICE) on Cognitive and Physiological Parameters",NA,COMPLETED,18
NCT04402203,"Study on Safety and Efficacy of Favipiravir (Favipira) for COVID-19 Patient in Selected Hospitals of Bangladesh",PHASE2 PHASE3,UNKNOWN,50
NCT03652727,"FX vs. ECG Guidance for PICC Insertion",NA,COMPLETED,120
NCT00003927,"Combination Chemotherapy  Amifostine  and Peripheral Stem Cell Transplantation in Treating Patients With Stage II  Stage III  or Stage IV Breast Cancer",PHASE1,COMPLETED,15
NCT04254627,"TNF and Glucocorticoid Antagonist for GWI Associated Multi-symptom Disease Homeostasis Reset",PHASE1,ACTIVE_NOT_RECRUITING,20
NCT02047227,"Phase 3 Study to Evaluate the Efficacy and Safety of Pergoveris® in Assisted Reproductive Technology (ESPART)",PHASE3,COMPLETED,939
NCT03535727,"A Study of Gemcitabine  Nab-paclitaxel  Capecitabine  Cisplatin  and Irinotecan in Metastatic Pancreatic Cancer",PHASE1 PHASE2,COMPLETED,48
NCT02066727,"Lidocaine Combined Dexmedetomidine for Obturator Nerve Block",NA,COMPLETED,60
NCT06415227,"The Impact of Vericiguat on Microvascular Function in Patients with Documented Vasospastic Angina Pectoris",PHASE2,NOT_YET_RECRUITING,55
NCT05706961,"Power Walking On Quality Of Life In Post CABG Patient Undergoing Phase 2 Cardiac Rehabilitation",NA,COMPLETED,38
NCT07300527,"Cognitive Behavior Therapy Among Patients With Major Depressive Disorder-Multiple Episodes.",NA,NOT_YET_RECRUITING,80
NCT04203927,"Effects of Empagliflozin on Cardiac Microvasculature and Insulin Sensitivity in Subjects With Type 2 Diabetes",EARLY_PHASE1,UNKNOWN,50
